id	en1	jp1	en2	jp2	level	similar
5411	verification	確認、検証	Once the verification of the documents is complete, we will proceed to the next step.	書類の確認が完了したら、次のステップに進みます。	1	[10336,10001,10026,3084,4448]
5412	deserving	値する、ふさわしい	He made a deserving effort to receive the award.	彼はその賞を受け取るに値する努力をしました。	2	[3025,8458,41,5857,2398]
5413	impromptu	即興、準備なしの	He gave an impromptu speech that moved the audience.	彼は即興のスピーチを行い、聴衆を感動させました。	2	[7777,3850,5807,6334,2470]
5414	show off	自慢する、見せびらかす	He showed off his new car to impress his friends.	彼は新しい車を自慢して友達を驚かせました。	1	[9894,1904,5693,6400,8353]
5415	insofar	それまでのところ	We are satisfied insofar as that issue is concerned.	その問題に関しては、我々はそれまでのところ満足しています。	2	[5735,6593,3166,4502,2145]
5416	ooze	にじみ出る	Blood began to ooze from the wound.	傷口から血がにじみ出てきた。	2	[6943,1225,3271,922,6240]
5417	ballistic	弾道の、弾薬の	The ballistic missile was launched towards its target, soaring beyond the atmosphere.	弾道ミサイルは大気圏を越えて目標に向かって発射されました。	2	[2386,5295,5189,8746,3374]
5418	greasy	脂っこい	The meal was greasy, and I felt sick shortly after eating it.	その料理は脂っこくて、食べるとすぐに気持ちが悪くなりました。	2	[5920,6245,1326,8324,8820]
5419	crash down	崩壊する、墜落する	The building crashed down during the earthquake.	建物は地震で崩壊しました。	1	[6868,5688,3097,4749,9161]
5420	engulf	飲み込む、包み込む	The massive wave engulfed the shore.	巨大な波が岸を飲み込みました。	2	[4402,4245,5291,4197,7849]
5421	ceremonial	儀式的な、式典の	She attended the wedding in ceremonial attire.	彼女は儀式的な服装で結婚式に出席しました。	2	[5368,2702,2767,7368,2335]
5422	prodigy	天才、神童	The prodigy mastered the piano at just ten years old.	その神童はわずか十歳でピアノの演奏をマスターしました。	2	[807,218,8494,5329,1413]
5423	provisional	仮の、一時的な	A provisional registration certificate is required until the official one arrives.	仮の登録証が必要で、正式なものが届くまで使用します。	2	[3895,10839,3914,10151,5690]
5424	extremist	過激派、極端主義者	The extremist may resort to violence to strongly advocate their views.	過激派は自分たちの意見を強く主張するために暴力に訴えることがあります。	2	[4341,2440,8169,1480,5207]
5425	expose A to B	AをBにさらす	He sent the children abroad to expose them to a new culture.	彼は子供たちを新しい文化にさらすために留学させました。	1	[1613,541,8259,230,4111]
5426	wee	小さい、ちっぽけ	The wee child plays with the toy in her tiny hands.	その子は小さな手でおもちゃを持って遊んでいます。	2	[10669,9243,1231,1739,653]
5427	worthy	値する、ふさわしい	The project is worthy of significant recognition.	そのプロジェクトは十分に評価されるべき価値があります。	2	[2668,6082,6249,1906,8567]
5428	aggregate	集約、合計	We aggregated the data to analyze the overall performance.	データを集約して、全体のパフォーマンスを分析しました。	1	[8285,10262,10173,3781,10427]
5429	nightly	夜毎の	I relax by gazing at the stars as part of my nightly routine.	私は夜毎の習慣として、星空を見上げてリラックスします。	2	[5381,3815,9416,1842,10836]
5430	overshadow	影を落とす、目立たなくさせる	The large building overshadowed the surrounding scenery.	その大きな建物は周囲の風景を影で覆い隠しました。	1	[5339,4453,8630,8170,9102]
5431	application form	申請書	He prepared all the necessary documents to submit his application form for university admission.	彼は大学の入学申請書を提出するために必要な書類をすべて準備しました。	1	[765,5475,5309,3370,8693]
5432	warren	巣穴、穴	The rabbit hid in the warren deep within the forest.	ウサギは森の中の巣穴に隠れていました。	2	[2692,5177,660,7525,5473]
5433	lurch	揺れる、よろめく	He walked with a distracted gait and suddenly lurched forward.	彼は不安定な足取りで夢中になって歩き、突然よろめいてしまいました。	2	[8544,7367,2481,2403,7164]
5434	spooky	不気味な、恐ろしい	The old house looked very spooky.	その古い家はとても不気味に見えた。	2	[5283,4902,7079,9669,8265]
5435	apprehensive	不安を抱えた、気がかりな	He felt apprehensive about starting his new job.	彼は新しい職場について不安を感じていました。	2	[5681,2529,710,6995,5833]
5436	gear up	準備する、用意する	We are gearing up for our next adventure.	私たちは次の冒険のために装備を整えています。	1	[7920,457,8000,1081,9505]
5437	classy	上品、洗練された	She always dresses classy and looks refined in any situation.	彼女はいつも上品な服装をしていて、どんな場面でも洗練されています。	2	[642,9647,2995,3463,1464]
5438	consummate	完璧な、熟練した	She is a consummate expert in her field, leading every project to success.	彼女はその分野での consummate 専門家であり、全てのプロジェクトを成功に導いています。	2	[9982,3677,10491,8703,972]
5439	esteem	尊敬、評価	She has earned a high esteem from her colleagues due to her passion for her work.	彼女は仕事に対する熱意から、同僚たちから高い評価を得ています。	2	[1723,5271,972,41,1940]
5440	glib	流暢で軽薄な言葉	His glib words often felt insincere at times.	彼の流暢で軽薄な言葉には、時々裏があるように感じられました。	2	[7628,697,3752,4021,2890]
5441	in mind	心の中で、考えを持って	She always keeps him in mind.	彼女は常に彼のことを心の中に抱いています。	1	[4681,7332,7523,2950,4676]
5442	demur	異議を唱える	He did not want to demur to the suggestion, but eventually accepted it.	彼はその提案に異議を唱えましたが、最終的には受け入れました。	2	[7476,3278,6342,710,4951]
5443	inadvertently	不注意で、うっかり	He inadvertently forgot the important documents.	彼はうっかり重要な書類を忘れてしまった。	1	[5758,2768,5859,4726,1709]
5444	burly	たくましい、ずんぐりとした	He had a burly physique that made everyone take notice of him.	彼はたくましい体格で、誰もが彼に一目を置きました。	2	[7986,8638,3046,2830,7411]
5445	ragged	ぼろぼろの、すり切れた	He was sitting on the corner of the street wearing ragged clothes.	彼はぼろぼろの服を着て、街角に座っていました。	2	[3277,3620,3838,2843,7735]
5446	malicious	悪意のある	His malicious actions left deep scars on those around him.	彼の悪意のある行動は、周囲の人々に深い傷を残しました。	2	[3469,5372,4858,935,8794]
5447	clueless	無知、気づかない	He was completely clueless about the problem.	彼はその問題に対してまったく無知でした。	2	[7242,5781,2548,8758,4531]
5448	fetal	胎児	Proper nutrition during pregnancy is crucial for the health of the fetal development.	胎児の健康を保つためには、妊娠中の栄養が非常に重要です。	2	[2451,7100,10334,3959,5313]
5449	rife	流行の、蔓延した	The disease was rife in the area.	その地域では、病気が蔓延していました。	2	[5603,7866,3184,7861,8646]
5450	depose	退位させる	The king was deposed by the rebels.	王は反逆者によって退位させられました。	2	[3586,7676,7566,6902,4843]
5451	indelible	消えない、不滅の	Her smile left an indelible memory in his heart.	彼の心に残る彼女の笑顔は、消えない思い出となった。	2	[2973,2337,1924,467,4727]
5452	proprietary	独自の、専有の	The company's software utilizes proprietary technology.	その会社のソフトウェアは独自の技術を使用しています。	2	[7257,5720,5173,4351,4225]
5453	impeach	弾劾する	The Congress initiated an investigation to impeach the president.	議会は大統領を弾劾するための調査を開始しました。	2	[4182,4792,7487,5813,4246]
5454	nod off	うとうとする、うたた寝する	He nodded off during the meeting.	彼は会議中にうとうとと寝てしまいました。	1	[5859,452,6525,4667,1057]
5455	indispensable	欠かせない、必須の	Water is an indispensable resource for our daily lives.	水は私たちの生活において欠かせない資源です。	1	[5799,6785,1374,527,10236]
